time,field_id,et,etof,eto,pr,ndvi,acres,year,month,et_acft,pr_acft,net_et_acft
2023-09-01,21106017721,73.475,0.653,112.589,14.782,0.608,34.497631,2023,9,8.315988968914041,1.6730445585367453,6.6429444103772965
2023-09-01,21106017843,71.454,0.636,112.266,14.922,0.449,12.443956,2023,9,2.9172258268503932,0.6092149325196851,2.308010894330708
2023-09-01,21106017866,77.052,0.684,112.599,14.685,0.591,31.025876,2023,9,7.843194873858269,1.494799832874016,6.3483950409842524
2023-09-01,21106017899,47.476,0.423,112.24,14.81,0.331,25.609444000000003,2023,9,3.988956572650919,1.2443433912073492,2.7446131814435697
2023-09-01,21106017908,50.141,0.448,111.999,14.918,0.45,15.708147,2023,9,2.584062331781496,0.7688127852559055,1.8152495465255905
2023-09-01,21106017937,80.211,0.716,112.016,15.382,0.532,76.66771700000001,2023,9,20.17583414792323,3.8691037496522314,16.306730398270997
2023-09-01,21106017943,31.557,0.281,112.212,15.026,0.246,5.700597,2023,9,0.5902025575098424,0.2810274623425197,0.3091750951673227
2023-09-01,21106017965,46.349,0.415,111.634,15.562,0.358,16.172695,2023,9,2.459279004445538,0.8257200773950131,1.633558927050525
2023-09-01,21106017970,58.06,0.517,112.273,14.172,0.426,94.07097,2023,9,17.91916180511811,4.3739297468503935,13.545232058267718
2023-09-01,21106018026,50.635,0.45,112.56,13.835,0.385,33.92683,2023,9,5.636105764599738,1.5399530611876642,4.0961527034120735
2023-09-01,21106018041,104.644,0.928,112.742,14.601,0.817,18.574507,2023,9,6.37700364339895,0.8897847004822834,5.487218942916667
2023-09-01,21106018051,89.621,0.801,111.872,14.794,0.751,31.737524,2023,9,9.3318524882021,1.5404361222309713,7.791416365971129
2023-09-01,21106018093,59.742,0.534,111.864,15.445,0.532,12.090603,2023,9,2.369805788799212,0.6126619531988189,1.7571438356003932
2023-09-01,21106018133,32.482,0.291,111.771,13.847,0.27,41.228635,2023,9,4.393663130150918,1.8730082311187661,2.5206548990321513
2023-09-01,21106018149,50.815,0.453,112.273,13.968,0.261,46.528929999999995,2023,9,7.757111476213909,2.1322706503937003,5.624840825820209
2023-09-01,21106018190,59.013,0.529,111.634,15.518,0.38,25.545198,2023,9,4.9458621049015745,1.3005589979133858,3.6453031069881887
2023-09-01,21106018194,96.006,0.854,112.378,14.757,0.748,20.857711000000002,2023,9,6.569768380137795,1.0098334685925197,5.559934911545275
2023-09-01,21106018202,78.713,0.699,112.556,14.644,0.542,489.91034400000007,2023,9,126.5167746301575,23.53755602866142,102.97921860149609
2023-09-01,21106018215,79.407,0.707,112.252,14.956,0.567,46.610473,2023,9,12.14303749839567,2.2870939441863514,9.855943554209318
2023-09-01,21106018222,74.846,0.67,111.766,13.646,0.456,35.404488,2023,9,8.693846157637795,1.585071008031496,7.1087751496062985
2023-09-01,21106018224,80.407,0.719,111.84,14.933,0.714,5.300295,2023,9,1.3982310369586612,0.25967619827755906,1.1385548386811022
2023-09-01,21106018229,77.88,0.692,112.509,14.771,0.513,51.920652000000004,2023,9,13.266339822047245,2.5161415705118113,10.750198251535434
2023-09-01,21106018255,23.159,0.206,112.369,16.591,0.27,30.371061,2023,9,2.3076227089862207,1.6531701871751971,0.6544525218110235
2023-09-01,21106018259,78.786,0.7,112.516,14.306,0.577,90.04571100000001,2023,9,23.27539825080709,4.226358076003937,19.049040174803153
2023-09-01,21106018272,68.757,0.613,112.08,15.451,0.443,20.850298000000002,2023,9,4.703424998641733,1.0569486692847772,3.6464763293569558
2023-09-01,21106018297,72.946,0.65,112.212,14.823,0.606,9.629487,2023,9,2.304568762145669,0.468300150265748,1.836268611879921
2023-09-01,21106018299,93.653,0.833,112.476,15.081,0.732,10.738966000000001,2023,9,3.299660048549869,0.5313462803346457,2.768313768215223
2023-09-01,21106018303,59.464,0.531,111.93,15.101,0.489,39.498935,2023,9,7.705920836089239,1.9569337842355645,5.748987051853674
2023-09-01,21106018321,37.775,0.337,111.93,15.352,0.221,22.918525000000002,2023,9,2.840378221374672,1.154347755249344,1.6860304661253283
2023-09-01,21106018376,91.905,0.816,112.582,15.011,0.64,22.982771,2023,9,6.929893598277559,1.131871310633202,5.798022287644357
2023-09-01,21106018393,64.802,0.575,112.661,14.153,0.434,476.351967,2023,9,101.27480369269685,22.118797207844487,79.15600648485236
2023-09-01,21106018394,23.261,0.208,111.831,15.561,0.179,63.529410000000006,2023,9,4.848286108956693,3.2433764731299215,1.6049096358267718
2023-09-01,21106018397,57.024,0.507,112.56,14.301,0.438,15.942892,2023,9,2.9827016844094487,0.7480291945275591,2.2346724898818895
2023-09-01,21106018400,23.36,0.209,111.542,15.803,0.217,16.417324,2023,9,1.2582306057742783,0.8511908503018373,0.407039755472441
2023-09-01,21106018402,79.502,0.706,112.56,13.826,0.684,15.377033,2023,9,4.010842774166666,0.6975159391666668,3.3133268349999994
2023-09-01,21106018449,82.954,0.74,112.037,15.235,0.666,89.75413300000001,2023,9,24.427376472709973,4.486234305298557,19.941142167411417
2023-09-01,21106018485,75.322,0.673,111.93,15.4,0.627,9.498524,2023,9,2.347269766167979,0.4799123018372703,1.8673574643307087
2023-09-01,21106018496,53.966,0.483,111.634,15.778,0.506,10.407852,2023,9,1.842749806535433,0.5387634148818898,1.3039863916535432
2023-09-01,21106018550,93.817,0.836,112.216,17.464,0.598,17.146269,2023,9,5.27759684636811,0.9824227093700786,4.295174136998031
2023-09-01,21106018563,75.256,0.669,112.509,14.699,0.548,55.32569,2023,9,13.660072593963255,2.6680850305446193,10.991987563418636
2023-09-01,21106018600,50.085,0.447,111.93,15.338,0.475,7.613151,2023,9,1.2509995663877953,0.38310534789370077,0.8678942184940945
2023-09-01,21106018603,96.014,0.852,112.742,14.446,0.662,125.14626600000001,2023,9,39.42189495972441,5.9313089194094495,33.490586040314966
2023-09-01,21106018615,51.52,0.462,111.634,15.721,0.476,47.23069400000001,2023,9,7.983350901837271,2.436068702014436,5.547282199822835
2023-09-01,21106018632,85.187,0.756,112.742,14.383,0.564,39.333377999999996,2023,9,10.993085537027557,1.8560760360039366,9.13700950102362
2023-09-01,21106018641,64.891,0.576,112.589,14.732,0.466,21.821400999999998,2023,9,4.645710407778871,1.0547010483333332,3.591009359445538
2023-09-01,21106018738,12.761,0.116,109.733,17.114,0.198,277.280794,2023,9,11.60885896402231,15.568843531876642,0.0
2023-09-01,21106018783,88.674,0.789,112.38,14.531,0.633,33.150936,2023,9,9.644442581574804,1.580433894409449,8.064008687165355
2023-09-01,21106018794,31.463,0.28,112.209,13.641,0.177,75.76827300000001,2023,9,7.821184952096457,3.390928517037402,4.430256435059055
2023-09-01,21106018800,91.413,0.819,111.653,15.007,0.695,6.679113,2023,9,2.0031422462893698,0.32884989760826766,1.674292348681102
2023-09-01,21106018856,56.379,0.501,112.465,15.359,0.345,4.195758,2023,9,0.7760913395078739,0.2114260076181102,0.5646653318897636
2023-09-01,21106018923,51.634,0.461,111.93,15.245,0.441,3.716384,2023,9,0.6295661793175853,0.18588016430446194,0.4436860150131233
