date,rh,flux,ebr,EToF_filtered,es,rso,ebr_5day_clim,EToF,t_max,ebr_corr,Rn,energy,t_min,sw_in,H,t_dew,vp,LE,wd,ws,ebc_cf,flux_corr,vpd,LE_corr,H_corr,t_avg,G,Rn_subday_gaps,ET_fill_val,G_subday_gaps,ET_gap,ASCE_ETo,ET,ET_corr,gridMET_ETo,gridMET_prcp,H_subday_gaps,ET_fill,ppt,LE_subday_gaps,gridMET_ETr
2011-12-31,,19.506219209677415,1.3674178483295558,0.6871184683570383,1.3146894679164314,129.38500126043635,0.9354005336077152,0.7160452077895473,15.553369741935489,1.4288876975040343,10.252211120967745,14.265002635080647,6.112710419354838,98.79004141666668,-4.8390049758064535,,,24.34522418548388,191.79253869018814,1.985344508064516,1.0441748403267548,20.383086770129363,,25.433758582274013,-5.050671812144633,10.61950485080645,-4.012791514112904,0.0,,0.0,0.0,,26.38269863510307,27.562289885223688,34.1000003,4.3,0.0,25.619775630605254,6.7,0.0,51.90000073999999
2012-01-31,,23.298076280241943,1.317273241079265,0.5701632285298518,1.44703274549024,142.79845435592497,0.7998630656759008,0.6449900584238106,16.710262806451613,1.3724912119152397,15.90763786177885,17.73705575040065,7.415210645161289,108.46920823109566,1.4403576243279568,,,21.85771865591398,203.99673002243583,2.114124141203704,1.0509063282350564,24.274694081665345,,22.431128837724962,1.8435652439403782,11.958025829475305,-1.7789555902777778,97.0,,96.0,0.0,,23.705680700741762,24.334429537838947,40.20000108,48.900001,0.0,22.292714384368114,62.2,0.0,60.00000074000002
2012-02-29,70.85325462962962,49.04580276005747,0.9939603790651884,0.7797964618918305,1.6060946980101256,186.8531582592026,0.9142918460641216,0.8442568057585708,17.915852137931033,1.0765418145547558,47.881214076149426,49.34382073275864,9.754021482758619,148.3067536002155,-1.7857239597701144,8.908792683058461,1.1937805840804567,50.83152671982759,235.4979379001437,2.9034131587643683,1.090396514442486,53.120686308708535,0.4214720186728396,54.97167094449361,-1.85098463578506,13.810473687499995,-1.4626066566091955,0.0,,0.0,0.0,61.215538679786206,51.61301875165226,55.81626696869022,63.0000007,16.799999999999994,0.0,50.34200615029953,26.7,0.0,90.00000059999998
2012-03-31,72.18664583333332,68.66306879032258,1.0546423477734492,0.7633039390382373,1.6292941941179289,248.00112590801172,0.973950041451864,0.7711891184162719,17.764508967741932,1.0796586298497022,65.3846121061828,65.10554875336021,10.02264103225806,170.0477273911291,13.853274095430105,8.97622311091851,1.2110715222093262,54.809794694892474,208.74159677755384,3.253921999999999,1.0158092875076874,70.29176756266587,0.4182226719086022,56.17824809740471,14.113519465261176,14.011452641129033,0.2790633528225798,0.0,,0.0,0.0,74.48393969656266,59.49105829509759,60.97834675425899,81.60000079999998,69.30000129999999,0.0,61.01545113934928,110.7,0.0,110.70000120000003
2012-04-30,,106.07732048888892,,0.5515902818589263,,306.8884632374807,0.9969883563534414,0.5481438243305966,21.640785520000005,,,,12.90393932,,37.07090022986111,,,69.00642025902779,,,1.0200971905227012,106.52823323017306,,69.59783548617703,36.93039774399604,,,930.0,,1105.0,0.0,,72.75504659477805,73.3731173793122,134.50000250000005,54.200000100000004,0.0,73.6828164283368,58.90000000000001,0.0,176.8000021
2012-05-31,54.875154861111106,176.72535596102153,,0.7736775124683004,,346.5917789734725,1.0228844112808817,0.7715486046896283,,,,,,326.44127304872313,23.269901407258054,,,153.45545455376345,,,0.9760836148962638,172.79251449909,1.1478973876388887,150.35693218562955,22.435582313460447,,,1487.0,,1007.0,0.0,,167.4873452559263,164.10256462856898,210.0000016,0.4,0.0,164.71967391291844,12.599999999999998,0.0,286.900005
2012-06-30,53.44008482142858,168.06933519999998,1.0012186328167376,0.6599200563568598,3.1094012803102595,361.73422454258497,0.9629357389207758,0.6622726381371437,31.6919786,0.9803915549121051,174.03570401795974,167.70075375754308,15.875859,346.82020124201387,23.52701801736111,14.468754951000955,1.7428800765840768,144.54231718263893,262.6190182013889,5.874613984722222,0.9821850817245396,164.57320256437117,1.3485794898065475,141.1413061310899,23.431896433281334,23.400893352777782,6.170934335069447,1.0,,1.0,0.0,234.8184235259219,153.1421750780183,149.54153485224197,234.5000026,1.6,0.0,150.1388610578385,1.1,0.0,327.40000600000013
2012-07-31,62.760976478494605,176.98069906317212,0.9825050095714534,0.8208586406426285,3.4102560671992554,351.824081517837,0.864082493837356,0.8180324043566991,34.49805322580645,0.9945424849572247,184.89337233669357,180.1321085786291,17.093636870967742,341.60904242137093,-4.403600697580645,18.549358545043106,2.2432238681401167,181.38429976075264,253.00819724596766,3.91535547311828,1.0191950774726335,179.1490348863744,1.16703219905914,183.8782357257306,-4.729200839356269,24.98754312298388,4.7612637580645165,1.0,,0.0,0.0,219.69705774208808,198.96903913526202,201.70111833176682,247.90000419999998,0.0,0.0,203.08397252057625,0.0,0.0,341.200004
2012-08-31,63.39946458333332,131.70625142607526,0.8358012985769548,0.9493548414783376,3.25030251637185,317.0860598630025,0.8257128706561584,0.9551325754820712,33.973297280000004,1.0001121790609069,156.65346440694447,157.6213946670139,16.959844320000002,,-37.87242838642473,,2.215070345277631,169.57867981249996,251.10962207333327,3.4166954900000004,1.198058631138578,157.59849420423924,1.133828999375,202.8540912245923,-45.25559702035308,24.330403735000004,-0.9273525292338712,1.0,,1.0,0.0,,185.74984009590526,222.19846012336296,233.50000319999995,0.0,0.0,221.83230173524038,0.0,0.0,331.700004
2012-09-30,65.66315,102.9800950034722,0.8847509651992089,0.8198939913452897,3.0270559550540344,262.50035631009223,0.8497478108944614,0.8179257012336935,34.03804433333333,0.9956176326233228,114.65072377708331,116.39444211319444,14.747248733333333,254.38493127291665,-19.998103065277785,17.23575077896422,2.060650241251044,122.97819806875002,248.6814698807472,2.430335611805555,1.122980106396632,115.88435890725106,0.9600346773611113,138.287091273686,-22.40273236643497,22.983111759722213,-1.7437183361111108,0.0,,0.0,0.0,149.48215445124927,130.27443547419344,146.49150452786847,178.60000119999998,0.0,0.0,147.03662541597444,0.2,0.0,257.90000299999997
2012-10-31,72.41359097222222,61.924659431451616,0.8420289882826744,0.8032595924070821,2.4980701852221388,200.25966195601623,0.8926390259417404,0.7935028536747818,28.244048354838714,0.9719098850977472,66.88610622516026,73.6134001963141,13.173161387096775,179.3942035131945,-2.4345438897849454,15.451435894648448,1.835552984074799,64.35920332123658,232.9171427520161,2.277545026881721,1.1745167666848744,71.4763855760922,0.6751074631944445,73.42826567591726,-1.9518800998250516,19.95931061693548,-6.65608803794643,99.0,,97.0,0.0,93.03689026993628,70.30326248116289,80.20008128875972,103.80000080000002,17.199999999999996,0.0,82.187029745763,17.400000000000002,0.0,150.40000109999997
2012-11-30,83.55296875,32.601719325694425,,0.6564131113792193,1.7544230675942287,150.26469073522,0.8398890951765873,0.6638637262313092,22.45292573333334,,,,8.089181133333334,126.71254024107141,10.065672663194443,,1.474948275413957,22.53604666249999,192.80632247166668,1.4380432087053574,1.2054035039405122,39.6700451581848,0.2790189233974359,27.343024680802685,12.327020477382117,14.496983110863097,,1427.0,,1427.0,0.0,41.55966271042071,23.702744891650845,28.75924566666843,45.80000044000001,116.100001,0.0,29.991270985395737,99.5,0.0,65.50000093999999
2012-12-31,,21.618462654569893,,0.7100933457417089,,129.24332684070689,0.9352390569168194,1.0417828019896451,16.19888687096774,,,,7.269090064516129,,1.5721542883064508,,,20.046308366263442,,,1.0895602181171378,23.34469906240185,,21.775983160871654,1.5687159015301992,,,226.0,,220.0,0.0,,21.75027398549479,23.62458537518213,23.60000032,121.400001,0.0,17.064944529900618,104.09999999999997,0.0,32.8000005
2013-01-31,80.52350540123454,20.060736162634406,0.8346819933587971,0.6882352099902653,1.163534185829096,142.79845435592497,0.7998630656759008,0.8757393680422758,15.502604419354839,1.267125887553343,22.790846121279763,24.084988512648806,0.21942767741935496,123.19333031653228,4.03540129032258,5.272008885936076,0.938620298707936,16.02533487231183,204.06076406388883,1.815420937836021,1.518527524199665,30.454087086223684,0.21683288757716052,24.45542158144061,5.99866550478307,8.14713494455645,-1.2431408608870966,3.0,,0.0,0.0,34.07952929656145,17.30398294774853,26.402021953290557,30.5000002,24.80000004,0.0,20.981105947879747,5.9,0.0,43.30000048
2013-02-28,72.52926934523809,50.755461051339296,0.8982380261167238,0.8677616916843768,1.3867550345794233,185.87751791095818,0.9128051640421538,0.8622182714796262,19.21204475,1.010544507036934,53.72949051697532,56.61386914814815,2.1016912857142858,176.64016036458332,8.27774099330357,6.210448153311397,0.9981900199960902,42.477720058035715,238.91844249925597,2.6086814895833337,1.1251812678525854,57.101403944451675,0.3885650145833333,48.02199112783956,9.07941281661212,10.844620145833336,-2.7760899367559517,1.0,,0.0,0.0,60.632699039680546,41.51001184775557,46.927134870706155,54.4000009,8.5,0.0,47.237276918808135,8.6,0.0,75.5000012
2013-03-31,68.77096205357141,80.70819015860215,,0.4890186632265988,1.8666791726207312,245.90514752913379,0.9746849280769204,0.4848116033740142,23.552927838709692,,,,7.798251290322582,214.79738451041663,41.552165867607535,10.04042403307065,1.286112371164233,39.156024290994615,243.121380530914,2.8943703595430104,1.0265474251880784,82.82003993986808,0.5647889308035715,39.669320125097904,43.150719814770206,15.49321138172043,,865.0,,865.0,0.0,105.28169179564121,42.53610844580291,43.0970972437005,92.70000090000002,30.30000104,0.0,43.99432843143207,15.8,0.0,122.60000060000002
